id,objective_id,title_en_GB
3550,1995,"strength, colour, texture, flexibility"
3551,1996,materials that absorb water and those that are waterproof
3552,1996,materials that are attracted by magnets
3553,1996,materials that keep us warm
3554,1998,"water, wood, textiles, food, plastic, metal, rock"
3555,1999,"chasing games (e.g. What Time Is It, Mr Shark? Crows and Cranes)"
3556,1999,kicking like a frog
3557,1999,"playing Simon Says game, where activities are matched to abilities"
3558,1999,"practising sculling in prone or supine position, head first, feet first"
3559,2002,relay races: children jump or side-step or run across the pool
3560,2003,"blowing, nosing or heading objects (ball, toy, ducks) around floating objects"
3561,2004,floating forming wide and narrow shapes in prone or supine position
3562,2004,floating in mushroom shape
3563,2004,linking shapes to form sequences
3564,2004,regaining standing position from the prone or supine position
3565,2004,rolling over from the prone or supine position
3566,2004,turning through 360 degrees horizontally or vertically
3567,2005,negotiating a person or obstacles
3568,2005,walking making patterns
3569,2005,"walking to a rhythm, changing direction on a heavy beat"
3570,2006,getting out with support
3571,2006,going directly onto the side
3572,2006,using steps
3573,2007,blowing bubbles while the mouth is in the water
3574,2007,"by diving in: surface or plunge dive (sitting, crouching, standing)"
3575,2007,by jumping into the water
3576,2007,"by sitting, turning and slipping into the water"
3577,2007,by stepping in and placing the face in the water with comfort:
3578,2007,by stepping in from the poolside
3579,2007,looking at a partner under water
3580,2007,picking up lightweight objects from the bottom of the pool with the eyes open
3581,2007,using the steps or ladder
3582,2008,keeping the pool area clean
3583,2008,"using the footbath, shower, toilet"
3584,2009,"front crawl, backstroke, breast stroke, butterfly"
3585,2014,"water polo, synchronised swimming, lifesaving"
3586,2018,demonstrating on land or in the pool environment a reaching and throwing rescue
3587,2018,"practising personal survival skills (e.g. safe entries, HELP, huddle, treading water)"
3588,2018,summoning assistance in an emergency while maintaining own safety
3589,2020,"depth, currents, tides, weather conditions, pollution, hypothermia"
3590,2021,"over and under game, where a ball is passed along a line over heads and under legs"
3591,2021,"throwing and catching a ball, including using a one-arm throw"
3592,2021,water push-ball
3593,2022,taking three steps and jumping for distance and height
3594,2023,taking off from one foot and landing on two feet
3595,2026,passing with right hand and receiving with left hand
3596,2027,"hopping, bouncing, skipping"
3597,2030,identifying the lead leg
3598,2033,"making letters, numbers and patterns on the ground while running"
3599,2034,"practising the under-arm throw, over-arm throw"
3600,2035,discussing the effect of an approach run on the distance jumped
3601,2036,"contrasting the pace of two children, one sprinting, the other running for one minute"
3602,2037,taking off without crossing a marker in the long jump
3603,2038,measuring a partner's standing long jump
3604,2039,"when exploring the theme of fantasy using the stimulus of a toy story, create the shapes and actions of the toy characters"
3605,2040,Alice in Wonderland dance: beginning: falling down the tunnel; middle: meeting the characters; end: falling and waking up
3606,2041,"pausing at the end of phrase, as in Irish dance music"
3607,2043,following and imitating a partner: follow-the-leader
3608,2043,meeting and parting
3609,2043,moving in unison (both dancers perform the movement at the same time)
3610,2044,moving with tension and without tension: Jack Frost and the melting snowman
3611,2045,"expressing confusion, joy, anger"
3612,2046,"exploring turning movements: using different body parts (head, hand, shoulder) to lead the turn, low and high turns, fast and slow turns"
3613,2046,"placing an imaginary ping-pong ball on the shoulder, bouncing it and throwing it up in the air, then catching it on the back, hip, sole of the foot or wrist"
3614,2047,creating three body shapes at different levels and facing different directions
3615,2048,"performing combinations of walking, skipping and running sequences"
3616,2049,introducing the side step and promenade step of Irish dances and combining these steps to make simple sequences accompanied by appropriate music
3617,2049,"performing the Cuckoo Dance, Come to Me"
3618,2050,beginning: toys wake up
3619,2050,end: toy maker returns and toys freeze
3620,2050,middle: toys greet each other and dance
3621,2050,the toy story dance:
3622,2051,"identifying how the feeling of fear is communicated through analysing facial expression, gestures and body actions"
3623,2052,describing the body parts used and comparing and contrasting the body shape and actions in the growing and shrinking phrase of the Alice in Wonderland dance
3624,2052,discussing the pathways taken by partners as they meet and part
3625,2053,pig-in-the-middle passing games
3626,2054,"chasing games, stuck-in-the-mud, frozen beanbag"
3627,2055,3 v. 3 Gaelic football or soccer with modified rules
3628,2055,bench ball (a modified game of basketball)
3629,2055,"mini-rounders: using a simple bat, involving four players"
3630,2055,'pair tennis' - no net necessary
3631,2056,bounce-passing from a stationary position using a small or large ball
3632,2056,chest-passing from a stationary position using a large ball
3633,2056,receiving (catching) a pass at various heights
3634,2056,rolling or throwing a small ball at a target
3635,2056,throwing over-arm to a partner using a small ball
3636,2057,"bouncing a ball against the ground while stationary or moving slowly, using the hand or a small bat with a short handle"
3637,2057,dribbling or striking a ball for accuracy along the ground using a hurley or hockey stick
3638,2057,keeping the ball off the ground using body parts above the waist
3639,2057,repeating the above at varying heights
3640,2057,"striking a ball against a wall using the hand, allowing it to bounce once between each strike"
3641,2057,striking a ball through the air at a target using a hurley
3642,2058,controlling a ball with the inside and instep of the foot
3643,2058,"kicking a ball to a partner or at a target along the ground using the inside, instep and outside of the foot"
3644,2058,kicking a round or oval ball from the hands
3645,2058,taking a step and kicking a round or oval ball from the hands
3646,2061,moving into space to receive a ball in 2 v. 1 situations
3647,2062,displaying basic support play in 2 v. 1 and 3 v. 1 situations
3648,2062,"inventing a simple game with a partner using a target, bats and a ball"
3649,2062,inventing simple sequences: bouncing a ball three times off the ground and three times on a bat
3650,2063,"running, jumping, changing speed, stopping and starting"
3651,2065,"balancing on a bench, jumping from the bench to a mat and travelling across the mat by rolling"
3652,2065,following a partner's sequence
3653,2066,"travelling on two hands and one foot, holding a stretched balance in that position and transferring weight to travel on two feet and two hands following a zigzag pathway"
3654,2070,taking off with knees bent and landing with bent knees and the back straight
3655,2074,identifying ways of travelling across a bench and transferring movement onto the floor
3656,2075,following a 'snake walk' (i.e. a route marked on a drawing of the floor area) that involves negotiating obstacles to reach a target object
3657,2075,leading another child around a course; the second child records the route on an unmarked plan
3658,2076,"engaging in activities to encourage the child to begin 'to find the way', i.e. identify the front, back, left or right of the hall"
3659,2076,"following directions, e.g. take three steps forward, one step backwards, three steps to the right and seven steps to the left"
3660,2076,"going to features identified by photographs or pictures, finding the symbol (control) at that feature and recording it simply"
