english,irish
discover two-beat time (like a march) and three-beat time (like a waltz) byusing gestures to accompany music,am dhá-bhuille (ar nós máirseála) agus trí-bhuille (ar nós válsa) a aimsiú trí ghothaí a úsáid mar thionlacan do cheol
differentiate between steady beat and music without a strong beat in music,idirdhealú a dhéanamh idir ceol le buille cothrom agus ceol gan buille tréan
"describe initial reactions to, or feelings about, his/her compositions and the compositions of others (recordings or live performances), giving preferences",cur síos a dhéanamh ar a f(h)rithghníomhartha nó ar a m(h)othúcháin tosaigh i leith a p(h)íosaí cumadóireachta féin nó i leith píosaí le daoine eile (bíodh na píosaí sin taifeadta nó á léiriú beo) agus tosaíochta a lua
recognise and demonstrate pitch differences,difríochtaí tuinairde a aithint agus a léiriú
listen to and describe a widening variety of sound from an increasing range of sources,éisteacht le raon forásach d'fhuaimeanna éagsúla as raon forásach foinsí agus cur síos orthu
imitate patterns of long or short sounds vocally,aithris a dhéanamh leis an nguth ar phatrúin d'fhuaimeanna fada agus gearra
explore ways of making sounds using manufactured and home-made instruments,bealaí a iniúchadh chun fuaimeanna a dhéanamh ag úsáid uirlisí saothraithe agus uirlisí a rinneadh sa bhaile
explore how the tone colours of suitable instruments can suggest various sounds and sound pictures,iniúchadh a dhéanamh ar an dóigh ar féidir tondath uirlisí oiriúnacha a úsáid chun fuaimeanna agus fuaimphictiúir éagsúla a chur in iúl
"discover ways of making sounds using body percussion, in pairs and small groups","bealaí éagsúla a aimsiú chun fuaimeanna a dhéanamh trí chnagadh coirp, i mbeirteanna agus i ngrúpaí beaga"
discover the different kinds of sounds that the singing voice and the speaking voice can make,na cineálacha difriúla fuaime ar féidir leis an nguth canta agus leis an nguth labhartha iad a dhéanamh
classify and describe sounds within a narrow range,fuaimeanna laistigh de raon caol a rangú agus cur síos a dhéanamh orthu
record compositions on electronic media,na píosaí cumadóireachta a thaifeadadh le meáin leictreonacha
devise and use graphic symbols and/or use standard notation to record simple musical patterns and inventions,siombailí grafacha a chumadh agus a úsáid agus/nó nodaireacht chaighdeánach a úsáid chun patrúin agus tionscnaimh shimplí cheoil a thaifeadadh
describe and discuss his/her work and the work of other children,ur síos a dhéanamh ar a c(h)uid oibre féin agus obair páistí eile agus í a phlé
"select different kinds of sounds (voice, body percussion, untuned and tuned percussion, simple melodic instruments, electronic instruments) to portray a character, a sequence of events or an atmosphere in sound stories","cineálacha difriúla fuaime (guth, cnagadh coirp, cnagadh neamhthiúnta agus tiúnta, uirlisí simplí séiseacha, uirlisí leictreonacha) a roghnú chun pearsana, sraith eachtraí nó atmaisféar i scéalta fuaime a léiriú"
"recall, answer and invent simple melodic and rhythmic patterns, using voice, body percussion and instruments","patrúin shéiseacha agus rithimeacha shimplí a thabhairt chun cuimhne, a fhreagairt agus a chruthú agus an guth, cnagadh coirp agus uirlisí á n-úsáid chuige"
invent and perform simple musical pieces that show a developing awareness of musical elements,píosaí simplí ceoil a thaispeánann feasacht fhorásach ar ghnéithe an cheoil a chruthú agus a léiriú
understand the difference between beat and rhythm,an difríocht idir buille agus rithim a thuiscint
"sing from memory a widening repertoire of songs with increasing vocal control, confidence and expression","stór forásach d'amhráin a chanadh ó chuimhne le breis smachta gutha, muiníne agus mothaithe"
show greater control of pulse (steady beat) and tempo while singing well known tunes,breis smachta ar chuisle (buille cothrom) agus ar luas a thaispeáint agus é/í ag canadh fonn coitianta
"perform, in groups, simple rounds in two or more parts","rothlaim shimplí in dhá pháirt nó níos mó a léiriú, i ngrúpaí"
perform familiar songs with increasing understanding and control of pitch (accurate intervals) and extended vocal range,amhráin choitianta a léiriú le tuilleadh tuisceana agus smachta thuinairde (idirchéimeanna cruinne) agus i raon leathnaithe gutha
"perform familiar songs with increasing awareness of dynamics, phrasing (appropriate breaks in the music) and expression","amhráin choitianta a léiriú le tuilleadh feasachta ar dhinimic, ar mhíriú (sosanna oiriúnacha sa cheol) agus ar mhothú"
"perform a rhythmic or melodic ostinato (a pattern that is repeated over and over) or a drone (long, held notes) to accompany a song",ostinato (patrún a athdhéantar arís agus arís eile) rithimeach nó séiseach nó dordán (nótaí fada marthanacha) a léiriú mar thionlacan d'amhrán
notice differences created between the sections of songs in various forms,na difríochtaí a chruthaítear idir mhíreanna d'amhráin i bhfoirmeacha éagsúla a shonrú
use percussion instruments to show the beat or rhythm in accompanying songs or rhythmic chants,cnaguirlisí a úsáid chun an buille nó rithim a thaispeáint agus é/í ag tionlacan amhrán nó cantaireachtaí rithimeacha
"identify and perform simple, familiar tunes from memory or from notation",foinn shimplí choitianta a aithint agus a léiriú ó mheabhair nó ó nodaireacht
discover different ways of playing percussion and melodic instruments,bealaí éagsúla a aimsiú chun cnaguirlisí agus uirlisí séiseacha a sheinm
use standard symbols to notate simple rhythm and pitch,siombailí caighdeánacha a úsáid chun rithim agus tuinairde shimplí a bhreacadh síos
use standard symbols to identify and sing a limited range of notes and melodic patterns,siombailí caighdeánacha a úsáid chun raon teoranta de nótaí agus de phatrúin shéiseacha a aithint agus a chanadh
recognise the shape (contour) of melodies on a graphic score or in standard notation,cruth (comhrian) séiseanna a aithint ar scór grafach nó i nodaireacht chaighdeánach
recognise and use some standard symbols to notate metre (time) and rhythm,roinnt siombailí caighdeánacha a aithint agus a úsáid chun méadar (am) agus rithim a chlárú
"recognise and sing familiar, simple tunes in a variety of ways",foinn choitianta shimplí a aithint agus a chanadh ar bhealaí éagsúla
identify and define the rhythm patterns of well-known songs and chants,rithimphatrúin amhrán agus cantaireachtaí aithnidiúla a aithint agus a shonrú
"discover how pentatonic tunes (based on five notes: d, r, m, s, l) can be read, sung and played in G doh, C doh, or F doh","a fhionnachtain mar is féidir foinn pheinteatonacha (bunaithe ar chúig nóta: d, r, m, s, l) a léamh, a chanadh agus a sheinm in doh G, doh C, nó doh F"
show the steady beat in listening to live or recorded music accompanying songs or chants,an buille cothrom a thaispeáint agus é/í ag éisteacht le ceol beo nó ceol taifeadta á sheinm mar thionlacan d'amhráin nó do chantaireachtaí
respond imaginatively to longer pieces of music in a variety of ways,freagairt go samhlaíoch do phíosaí níos faide ceoil i raon de shlite éagsúla
respond appropriately to obviously different sections in a piece,freagairt go cuí do mhíreanna i ndréacht ceoil ar léir iad a bheith difriúil
"recognise strong and weak beats, illustrating them through gestures",buillí tréana agus buillí laga a aithint agus a léiriú trí ghothaí
"listen to and describe music in various styles and genres, including familiar excerpts, recognising its function and historical context where appropriate","éisteacht le stíleanna agus genre éagsúla ceoil, sleachta coitianta san áireamh, feidhm agus comhthéacs staire (más cuí) an cheoil sin a aithint agus cur síos air"
identify some families of instruments,roinnt finte uirlisí a aithint
"identify and describe the tempo of the music as fast or slow, or getting faster or getting slower","luas an cheoil a bheith tapa nó mall, ag éirí níos tapúla nó níos moille a aithint agus cur síos a dhéanamh air"
experience six-eight time (like a jig),taithí a fháil ar am a sé a hocht (ar nós port)
distinguish between sounds of different duration (long or short) while listening to music,idirdhealú a dhéanamh idir fuaimeanna a bheadh difriúil ó thaobh ré (fada nó gearr) agus é/í ag éisteacht le ceol
discover two-beat time (like a march) and three-beat time (like a waltz) byusing gestures to accompany music,am dhá-bhuille (ar nós máirseála) agus trí-bhuille (ar nós válsa) a aimsiú trí ghothaí a úsáid mar thionlacan do cheol
differentiate between steady beat and music without a strong beat in music,idirdhealú a dhéanamh idir ceol le buille cothrom agus ceol gan buille tréan
"describe initial reactions to, or feelings about, his/her compositions and the compositions of others (recordings or live performances), giving preferences",cur síos a dhéanamh ar a f(h)rithghníomhartha nó ar a m(h)othúcháin tosaigh i leith a p(h)íosaí cumadóireachta féin nó i leith píosaí le daoine eile (bíodh na píosaí sin taifeadta nó á léiriú beo) agus tosaíochta a lua
recognise and demonstrate pitch differences,difríochtaí tuinairde a aithint agus a léiriú
listen to and describe a widening variety of sound from an increasing range of sources,éisteacht le raon forásach d'fhuaimeanna éagsúla as raon forásach foinsí agus cur síos orthu
imitate patterns of long or short sounds vocally,aithris a dhéanamh leis an nguth ar phatrúin d'fhuaimeanna fada agus gearra
explore ways of making sounds using manufactured and home-made instruments,bealaí a iniúchadh chun fuaimeanna a dhéanamh ag úsáid uirlisí saothraithe agus uirlisí a rinneadh sa bhaile
explore how the tone colours of suitable instruments can suggest various sounds and sound pictures,iniúchadh a dhéanamh ar an dóigh ar féidir tondath uirlisí oiriúnacha a úsáid chun fuaimeanna agus fuaimphictiúir éagsúla a chur in iúl
"discover ways of making sounds using body percussion, in pairs and small groups","bealaí éagsúla a aimsiú chun fuaimeanna a dhéanamh trí chnagadh coirp, i mbeirteanna agus i ngrúpaí beaga"
