english,irish
"as part of a group, work out what kind of scene will communicate most clearly to others in the class the kind of life lived in our grandparents’ time","mar bhall de ghrúpa, cinneadh ar an sórt radhairc is fearr a léireoidh don chuid eile den rang an saghas saoil a chaith daoine in aimsir ár seanaithreacha agus seanmháithreacha"
decide whether the women of the island should let the strangers know that the flowers growing on the hillside are extremely valuable,a chinneadh ar cheart do mhná an oileáin a insint do na strainséirí go bhfuil na bláthanna sléibhe fíorluachmhar
decide who should undertake the various aspects of the research that is needed before proceeding with the drama,a chinneadh cé a ghabhfaidh air/uirthi féin gnéithe éagsúla an taighde is gá a dhéanamh sula ngabhtar ar aghaidh leis an dráma
"in a scene about a death at a wall-building project during Famine times, agree on when the focus should shift so that the story may unfold out of the action","i radharc faoi bhás duine ar thionscadal tógála balla in aimsir an Drochshaoil, aontú i dtaobh an ama ab fhearr an fócas a aistriú chun go bhfásfadh an scéal as an ngníomhaíocht"
"respond in small groups to the teacher saying, ‘Let’s make a short play about fear’",freagairt i mionghrúpaí do spreagadh an mhúinteora nuair a deir sé/sí 'Déanaimis dráma gearr i dtaobh na heagla'
"as part of a comic piece about people who care about nothing, show a scene in which the hurlers or camogie players are completely uninterested in the lecture from the coach before the game","mar chuid de sceits ghrinn faoi dhaoine nach fiú leo dada, radharc a léiriú ina bhfuil na hiománaithe nó na himreoirí camógaíochta agus gan aird dá laghad acu ar aitheasc an traenálaí roimh an gcluiche"
"as part of a drama on the bravery of peacemakers, enact the scene in which the hero or heroine says goodbye to his/her family before going on his/her mission","mar chuid de dhrámaíocht faoi chrógacht lucht déanta na síochána, léiriú a thabhairt ar an radharc ina bhfágann an laoch slán ag a t(h)eaghlach roimh imeacht dó/di ar a f(h)eachtas"
enact a scene that shows the reaction of a family to the news that they have won the lotto,radharc a léiriú ina dtaispeántar mar a théann nuacht buaite an Chrannchuir i gcion ar bhaill teaglaigh
agree methods by which a drama in the dual setting of the sitting-room and the kitchen does not split into two separate dramas,"modhanna a bheartú a chinnteoidh nach scoiltfear drámaíocht atá ar siúl in dhá shuíomh, sa seomra suí agus sa chistin, in dhá dhrámaíocht ar leith"
help to create and maintain the atmosphere in the cold damp room in which they wait for the ghost to come,cuidiú le hatmaisféar an tseomra fhuair thais ina bhfuiltear ag fanacht le teacht an taibhse a chruthú agus a choinneá
"mar dhuine de na cailíní atá ag lorg a máithreacha, ceistigh úinéir na feirme faoin méid a chonaic sé/sí","i ról mar dhuine de na cailíní atá ag lorg a máithreacha, ceistigh úinéir na feirme faoin méid a chonaic sé/sí"
"ask the who, what, where, when and why questions in creating the action that a piece of script suggests","ceisteanna mar cé hé, cad é, cén áit, cén uair agus cén fáth a chur agus an ghníomhaíocht a spreagtar le script áirithe á cruthú"
be aware of the basic conventions of play-writing through occasionally writing sections of script for other groups to make into drama texts,"feasacht ar na bun-nósanna a ghabhann le scríobh drámaí a shealbhú trí phíosaí scripte a scríobh do ghrúpaí eile, ó am go ham, lena dtiontú ina dtéacsanna drámaíochta"
perform simultaneously a few lines of script to lead to a drama about the issue of family break-up during the Famine,cúpla líne scripte a léiriú go comhuaineach mar thús do dhrámaíocht i dtaobh scaipeadh teaghlach le linn an Drochshaoil
discover how space and the placing of things and people in space can provide information about relationships and happenings,mar a fhéadfaidh an chaoi a bhfuil daoine agus rudaí suite i spás faisnéis a thabhairt i dtaobh caidrimh agus teagmhas a fhionnachtain
"in a small-group Irish-language piece, arrange chairs and objects to represent an uninhabited house","agus mionghrúpa ag gabháil do dhráma Gaeilge, cuirtear na cathaoireacha agus rudaí eile in eagar áirithe chun go léireoidís teach gan chónaí ann"
work from a picture of a Famine cottage to the layout of objects to represent it,"ag baint leasa as pictiúr de bhothán in aimsir an Drochshaoil, rudaí a leagan amach chun an bothán a chur in iúl"
"begin to appreciate that, just like different games, different drama worlds (other than naturalistic drama) can have their own rules","tosú ar a thuiscint gur féidir a rialacha féin a bheith ag na genres éagsúla drámaíochta (seachas drámaíocht nádúrtha), amhail mar a bhíonn i gcluichí"
déan dráma greannmhar faoi nathair san áiléar,drámaíocht ghreannmhar a dhéanamh faoi nathair san áiléar
do a drama in which the adults act like children and the children act like adults,dráma a léiriú ina mbíonn na daoine fásta á n-iompar féin mar pháistí agus na páistí á n-iompar féin mar dhaoine fásta
"invent an extra group of characters that Alice (in Wonderland) might meet, and do a scene she might have with them",grúpa breise carachtar a cheapadh a d'fhéadfadh casadh ar Alice (i dTír na nIontas) agus an eachtra a d'éireodh di ina bhfochair a léiriú
"to lift a drama out of the naturalistic mode, do a silent scene depicting action in a labour camp while the remainder of the class juxtaposes the sounds of children playing by the seaside","chun dráma a chrochadh amach as an modh nádúrtha, radharc ciúin ina dtaispeánfaí eachtra éigin i gcampa oibre a léiriú agus aithris ar ghlórtha páistí ag súgradh ar an trá á déanamh ag an gcuid eile den rang sa chúlra ag an am céanna"
"enact a drama about green people from a dark world; engage, as in makebelieve play, with the feelings, emotions and thought processes of a person who has never seen brightness as he/she emerges into the light of day","dráma i dtaobh daoine glasa ó dhomhan diamhair a léiriú; páirt a ghlacadh ann, faoi mar a dhéanfadh sé/sí i gcur i gcéill súgarthach, leis na mothúcháin, an tocht agus na próisis mhachnaimh a dhúiseofaí i nduine nach bhfaca solas ariamh nuair a bheadh sé/"
"in the same drama, enter fully and accurately into the prejudices of the first people to meet the green children","sa dráma céanna, réamhchlaonta na chéad daoine ar casadh na páistí glasa orthu a léiriú go hiomlán, go cruinn agus i ról"
"mar shórt cluiche, déan dráma as liosta focal a thugtar dóibh","mar shórt cluiche, déan dráma as liosta focal a thugtar dóibh"
"a group of scientists, deciding that the spacewoman should be allowed to stay, do an experiment on the composition of air to find out if she can live in this atmosphere","tar éis dóibh a shocrú gur cheart a cheadú don spásbhean cur fúithi abhus, cuireann grúpa eolaithe turgnamh ar siúl ar chomhdhéanamh aeir d'fhonn a fháil amach an bhféadfadh sí maireachtáil san aerbhrat seo"
"the children of the Rhône valley, reading the signs of the wind that sweeps down the valley and knowing the danger of the wind, want to tell their parents to take precautions against it","tar éis dóibh tuar na gaoithe a shéideann anuas an gleann a aithint agus a fhios acu chomh scriosach is atá sí mar ghaoth, is mian le páistí ghleann na Róine a rá lena dtuismitheoirí faichill a dhéanamh uirthi"
"the people of the island, knowing how the smugglers exploit them, have to decide whether their future is best assured by telling the police or by taking the law into their own hands","agus a fhios acu mar atá cos ar bolg á dhéanamh ag na smuigléirí orthu, ní foláir do mhuintir an oileáin a chinneadh cé acu comhairle ab fhearr a dhéanfadh a leas amach anseo, tuairisc orthu a thabhairt do na póilíní nó a gcearta féin a bhaint amach le lá"
accept the brief of looking at a character in terms of how he/she inhabits and moves in personal space (relate to dance),glacadh leis an mionteagasc breathnú ar charachtar agus ar an gcaoi a n-áitríonn sé/sí a spás pearsanta agus ar an gcaoi a ngluaiseann sé/sí laistighde (é seo a chomhghaolú le rince)
"as the friendly mistress of the workhouse, the child holds back until the appropriate moment the news that the family must split up","ina ról mar mháistreás lách theach na mbocht, coinníonn an páiste siar an scéala go gcaithfidh baill an teaghlaigh scarúint óna chéile go dtí an nóiméad tráthúil"
"on entering the scene where the children of the family are planning to emigrate, the member of the group who is playing the mother is told: ‘Don’t say a word; just be suspicious of what they have been talking about’","i radharc ina bhfuil páistí an teaghlaigh ag beartú dul ar imirce, nuair athagann an té atá ag glacadh pháirt na máthar isteach deirtear léi: 'Ná habairfaic; ach bíodh amhras ort i dtaobh an mhéid a bhí á rá acu'"
"as members of a dance troupe in a drama about betrayal, make a dance that lets the queen know her secret is out","ról mar bhall d'fhoireann damhsa i ndrámaíocht i dtaobh feille, damhsa achumadh a chuireann in iúl don bhanríon go bhfuil a rún scaoilte"
"as the fishermen depart for three months, leaving their families on the quays, help create and be aware of the tension that comes from everyone trying to be cheerful","agus na hiascairí ag imeacht go ceann trí mhí agus a dteaghlaigh á bhfágáil ar an gcé acu, cabhraigh chun an teannas a mhúsclaítear i ngach aon duine de thoradh bheith ag iarraidh bheith meanmnach a chruthú agus bheith feasach air"
"in a drama about honesty, explore how contrary physical and verbal signals can indicate deception","i ndrámaíocht i dtaobh macántachta, an dóigh ar féidir le teachtaireachtaí fisiceacha agus briathartha a thrasnaíonn a chéile cealg a chur in iúl a iniúchadh"
"beginning with the finding by the police of an abandoned wallet, see where the investigation leads and how it must be shaped by the rules by which the police abide","agus na póilíní ag fáil sparáin a tréigeadh mar thúsphointe, treo an fhiosraithe a iniúchadh ach a thabhairt faoi deara go gcaithfear cloí leis na rialacha imeachta nach mór do na póilíní aird a thabhairt orthu"
explore a mathematical problem through a ‘mantle of the expert’ drama about a builder who wants to renovate a church,fadhb mhatamaitice i dtaobh tógálaí a dteastaíonn uaidh/uaithi séipéal a athnuachan a réiteach trí dhrámaíocht ina n-úsáidtear próiseas 'hata an tsaineolaí'
"explore bullying through a drama about a boy or girl, his/her mother and father, a dog and a gang who attack him/her going to school","bulaíocht a iniúchadh trí dhrámaíocht faoi bhuachaill nó chailín, a m(h)áthair agus a (h)athair, mhadra agus bhaicle a ionsaíonn é/í agus é/í ag dul ar scoil"
